tender_id,judul,instansi,tanggal,nama_asli,vendor_id,nilai_penawaran,nilai_hps,is_winner,rank,sumber
NORMAL-2024-00003,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 3,Dinas Cipta Karya Jakarta Selatan,2023-02-21,PT ABADI INDO,PT ABADI INDO,27671362329.0,32781172253.0,False,5,demo
NORMAL-2024-00003,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 3,Dinas Cipta Karya Jakarta Selatan,2023-02-21,UD MAKMUR TEKNIK,UD MAKMUR TEKNIK,34324744862.0,32781172253.0,False,6,demo
NORMAL-2024-00003,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 3,Dinas Cipta Karya Jakarta Selatan,2023-02-21,UD UNGGUL TEKNIK,UD UNGGUL TEKNIK,29781781973.0,32781172253.0,False,7,demo
NORMAL-2024-00004,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 4,Dinas Bina Marga Jakarta Utara,2023-07-14,UD PERDANA KONSTRUKSI,UD PERDANA KONSTRUKSI,13010810298.0,15187037362.0,True,1,demo
NORMAL-2024-00004,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 4,Dinas Bina Marga Jakarta Utara,2023-07-14,PT INTI JAYA,PT INTI JAYA,13436946498.0,15187037362.0,False,2,demo
NORMAL-2024-00004,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 4,Dinas Bina Marga Jakarta Utara,2023-07-14,UD ABADI RAYA,UD ABADI RAYA,13581277123.0,15187037362.0,False,3,demo
NORMAL-2024-00005,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 5,Dinas Cipta Karya Jakarta Selatan,2023-07-10,PT INTI KARYA,PT INTI KARYA,3215138752.0,3891805969.0,False,1,demo
NORMAL-2024-00005,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 5,Dinas Cipta Karya Jakarta Selatan,2023-07-10,CV GLOBAL TEKNIK,CV GLOBAL TEKNIK,3186720634.0,3891805969.0,True,2,demo
NORMAL-2024-00005,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 5,Dinas Cipta Karya Jakarta Selatan,2023-07-10,UD MAKMUR TEKNIK,UD MAKMUR TEKNIK,3428383769.0,3891805969.0,False,3,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,PT PRIMA KARYA,PT PRIMA KARYA,9081544639.0,10610830371.0,False,1,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,UD MAKMUR TEKNIK,UD MAKMUR TEKNIK,8080866940.0,10610830371.0,False,2,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,CV UTAMA ENGINERING,CV UTAMA ENGINERING,11219936899.0,10610830371.0,False,3,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,PT NUSANTARA MULTI,PT NUSANTARA MULTI,7763468675.0,10610830371.0,False,4,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,PT UNGGUL GRAHA,PT UNGGUL GRAHA,9201877219.0,10610830371.0,False,5,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,CV MANDIRI RAYA,CV MANDIRI RAYA,10721241769.0,10610830371.0,False,6,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,CV UNGGUL RAYA,CV UNGGUL RAYA,8374774938.0,10610830371.0,False,7,demo
NORMAL-2024-00006,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 6,Dinas SDA DKI Jakarta,2023-09-25,CV ABADI INDO,CV ABADI INDO,10318301500.0,10610830371.0,True,8,demo
NORMAL-2024-00007,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 7,Dinas PU DKI Jakarta,2024-11-14,CV MULIA GRAHA,CV MULIA GRAHA,29797850591.0,40946654688.0,False,1,demo
NORMAL-2024-00007,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 7,Dinas PU DKI Jakarta,2024-11-14,CV MANDIRI RAYA,CV MANDIRI RAYA,34611738138.0,40946654688.0,False,2,demo
NORMAL-2024-00007,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 7,Dinas PU DKI Jakarta,2024-11-14,CV UTAMA RAYA,CV UTAMA RAYA,37673701675.0,40946654688.0,True,3,demo
NORMAL-2024-00007,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 7,Dinas PU DKI Jakarta,2024-11-14,CV UNGGUL KONSTRUKSI,CV UNGGUL KONSTRUKSI,33328189679.0,40946654688.0,False,4,demo
NORMAL-2024-00007,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 7,Dinas PU DKI Jakarta,2024-11-14,PT UNGGUL GRAHA,PT UNGGUL GRAHA,33135208596.0,40946654688.0,False,5,demo
NORMAL-2024-00008,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 8,Dinas PU DKI Jakarta,2023-04-05,UD MANDIRI PERSADA,UD MANDIRI PERSADA,24874563391.0,31897080142.0,False,1,demo
NORMAL-2024-00008,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 8,Dinas PU DKI Jakarta,2023-04-05,UD GLOBAL TEKNIK,UD GLOBAL TEKNIK,29383398851.0,31897080142.0,False,2,demo
NORMAL-2024-00008,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 8,Dinas PU DKI Jakarta,2023-04-05,PT PRIMA RAYA,PT PRIMA RAYA,26505496323.0,31897080142.0,True,3,demo
NORMAL-2024-00008,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 8,Dinas PU DKI Jakarta,2023-04-05,CV ABADI ENGINERING,CV ABADI ENGINERING,27364398068.0,31897080142.0,False,4,demo
NORMAL-2024-00008,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 8,Dinas PU DKI Jakarta,2023-04-05,PT UNGGUL GRAHA,PT UNGGUL GRAHA,23680998081.0,31897080142.0,False,5,demo
NORMAL-2024-00009,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 9,Dinas Bina Marga Jakarta Utara,2024-03-16,UD ANDALAN ENGINERING,UD ANDALAN ENGINERING,6211926898.0,6808553204.0,True,1,demo
NORMAL-2024-00009,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 9,Dinas Bina Marga Jakarta Utara,2024-03-16,PT UTAMA JAYA,PT UTAMA JAYA,5147808522.0,6808553204.0,False,2,demo
NORMAL-2024-00009,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 9,Dinas Bina Marga Jakarta Utara,2024-03-16,CV MULIA GRAHA,CV MULIA GRAHA,6716983239.0,6808553204.0,False,3,demo
NORMAL-2024-00009,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 9,Dinas Bina Marga Jakarta Utara,2024-03-16,CV SENTOSA RAYA,CV SENTOSA RAYA,5853657948.0,6808553204.0,False,4,demo
NORMAL-2024-00009,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 9,Dinas Bina Marga Jakarta Utara,2024-03-16,CV GLOBAL TEKNIK,CV GLOBAL TEKNIK,5716311244.0,6808553204.0,False,5,demo
NORMAL-2024-00010,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 10,Dinas Bina Marga Jakarta Utara,2023-07-01,PT ANDALAN MULTI,PT ANDALAN MULTI,40459030814.0,44130102131.0,False,1,demo
NORMAL-2024-00010,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 10,Dinas Bina Marga Jakarta Utara,2023-07-01,PT INTI JAYA,PT INTI JAYA,41397580317.0,44130102131.0,True,2,demo
NORMAL-2024-00010,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 10,Dinas Bina Marga Jakarta Utara,2023-07-01,CV MULIA GRAHA,CV MULIA GRAHA,33674348752.0,44130102131.0,False,3,demo
NORMAL-2024-00011,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 11,Dinas Cipta Karya Jakarta Selatan,2024-01-27,UD PERDANA KARYA,UD PERDANA KARYA,35889390033.0,43672255754.0,False,1,demo
NORMAL-2024-00011,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 11,Dinas Cipta Karya Jakarta Selatan,2024-01-27,PT SEJAHTERA PERSADA,PT SEJAHTERA PERSADA,35454581801.0,43672255754.0,True,2,demo
NORMAL-2024-00011,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 11,Dinas Cipta Karya Jakarta Selatan,2024-01-27,CV MULIA BANGUN,CV MULIA BANGUN,34914406458.0,43672255754.0,False,3,demo
NORMAL-2024-00011,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 11,Dinas Cipta Karya Jakarta Selatan,2024-01-27,UD GEMILANG TEKNIK,UD GEMILANG TEKNIK,36335920886.0,43672255754.0,False,4,demo
NORMAL-2024-00011,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 11,Dinas Cipta Karya Jakarta Selatan,2024-01-27,PT MAKMUR RAYA,PT MAKMUR RAYA,41756012794.0,43672255754.0,False,5,demo
NORMAL-2024-00011,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 11,Dinas Cipta Karya Jakarta Selatan,2024-01-27,CV ABADI INDO,CV ABADI INDO,33353363161.0,43672255754.0,False,6,demo
NORMAL-2024-00012,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 12,BPTJ DKI Jakarta,2023-07-02,UD MANDIRI PERSADA,UD MANDIRI PERSADA,26790566857.0,29239191820.0,False,1,demo
NORMAL-2024-00012,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 12,BPTJ DKI Jakarta,2023-07-02,CV UTAMA RAYA,CV UTAMA RAYA,24158569279.0,29239191820.0,False,2,demo
NORMAL-2024-00012,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 12,BPTJ DKI Jakarta,2023-07-02,PT INTI CIPTA,PT INTI CIPTA,21515879532.0,29239191820.0,True,3,demo
NORMAL-2024-00012,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 12,BPTJ DKI Jakarta,2023-07-02,CV SUKSES KARYA,CV SUKSES KARYA,24941128005.0,29239191820.0,False,4,demo
NORMAL-2024-00012,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 12,BPTJ DKI Jakarta,2023-07-02,PT MAKMUR RAYA,PT MAKMUR RAYA,28170973123.0,29239191820.0,False,5,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,CV UNGGUL BANGUN,CV UNGGUL BANGUN,19440997879.0,21849221281.0,False,1,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,PT PRIMA RAYA,PT PRIMA RAYA,18594873179.0,21849221281.0,False,2,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,PT PERDANA INDO,PT PERDANA INDO,18227679769.0,21849221281.0,False,3,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,PT PRIMA KARYA,PT PRIMA KARYA,19346916495.0,21849221281.0,False,4,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,CV MANDIRI RAYA,CV MANDIRI RAYA,19095777218.0,21849221281.0,True,5,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,PT ABADI INDO,PT ABADI INDO,18957611310.0,21849221281.0,False,6,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,PT SENTOSA MULTI,PT SENTOSA MULTI,19930956953.0,21849221281.0,False,7,demo
NORMAL-2024-00013,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 13,Dinas Perumahan Rakyat DKI Jakarta,2024-01-08,UD ANDALAN MULTI,UD ANDALAN MULTI,18240676917.0,21849221281.0,False,8,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,CV GLOBAL BANGUN,CV GLOBAL BANGUN,18714405718.0,22368407833.0,False,1,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,CV PRIMA ENGINERING,CV PRIMA ENGINERING,18663533643.0,22368407833.0,True,2,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,CV SUKSES KONSTRUKSI,CV SUKSES KONSTRUKSI,20754653590.0,22368407833.0,False,3,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,CV SENTOSA RAYA,CV SENTOSA RAYA,19274544450.0,22368407833.0,False,4,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,CV UNGGUL KONSTRUKSI,CV UNGGUL KONSTRUKSI,16261303354.0,22368407833.0,False,5,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,PT INTI JAYA,PT INTI JAYA,22227201982.0,22368407833.0,False,6,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,UD UNGGUL TEKNIK,UD UNGGUL TEKNIK,20582103451.0,22368407833.0,False,7,demo
NORMAL-2024-00014,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 14,Dinas SDA DKI Jakarta,2024-04-21,CV MANDIRI RAYA,CV MANDIRI RAYA,21593557525.0,22368407833.0,False,8,demo
NORMAL-2024-00015,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 15,Satuan Kerja PUPR DKI,2024-05-21,CV UNGGUL RAYA,CV UNGGUL RAYA,17995799104.0,20282816712.0,True,1,demo
NORMAL-2024-00015,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 15,Satuan Kerja PUPR DKI,2024-05-21,CV INTI PERSADA,CV INTI PERSADA,19557745627.0,20282816712.0,False,2,demo
NORMAL-2024-00015,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 15,Satuan Kerja PUPR DKI,2024-05-21,UD GLOBAL TEKNIK,UD GLOBAL TEKNIK,17538887206.0,20282816712.0,False,3,demo
NORMAL-2024-00015,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 15,Satuan Kerja PUPR DKI,2024-05-21,PT UTAMA JAYA,PT UTAMA JAYA,18311268205.0,20282816712.0,False,4,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,PT INTI CIPTA,PT INTI CIPTA,30303373743.0,33545097763.0,False,1,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,PT PRIMA KARYA,PT PRIMA KARYA,27039562443.0,33545097763.0,False,2,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,PT GEMILANG KONSTRUKSI,PT GEMILANG KONSTRUKSI,31551487813.0,33545097763.0,False,3,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,PT NUSANTARA ENGINERING,PT NUSANTARA ENGINERING,32642555010.0,33545097763.0,False,4,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,PT PERDANA INDO,PT PERDANA INDO,28511195578.0,33545097763.0,True,5,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,CV MULIA BANGUN,CV MULIA BANGUN,27692039905.0,33545097763.0,False,6,demo
NORMAL-2024-00016,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 16,Dinas Bina Marga Jakarta Utara,2024-04-20,UD ANDALAN MULTI,UD ANDALAN MULTI,29528166137.0,33545097763.0,False,7,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,PT NUSANTARA BANGUN,PT NUSANTARA BANGUN,13499600632.0,17124453063.0,False,1,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,PT UNGGUL GRAHA,PT UNGGUL GRAHA,14069428646.0,17124453063.0,False,2,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,PT MAKMUR KARYA,PT MAKMUR KARYA,13785712719.0,17124453063.0,False,3,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,UD PERDANA KARYA,UD PERDANA KARYA,14997973999.0,17124453063.0,False,4,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,CV PERDANA PERSADA,CV PERDANA PERSADA,15295742444.0,17124453063.0,False,5,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,CV INTI PERSADA,CV INTI PERSADA,16509460211.0,17124453063.0,True,6,demo
NORMAL-2024-00017,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 17,Dinas Perumahan Rakyat DKI Jakarta,2023-10-06,PT UTAMA JAYA,PT UTAMA JAYA,15764869392.0,17124453063.0,False,7,demo
NORMAL-2024-00018,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 18,BPTJ DKI Jakarta,2024-02-04,UD ABADI RAYA,UD ABADI RAYA,35520174920.0,42745673553.0,False,1,demo
NORMAL-2024-00018,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 18,BPTJ DKI Jakarta,2024-02-04,PT INTI JAYA,PT INTI JAYA,36178836135.0,42745673553.0,True,2,demo
NORMAL-2024-00018,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 18,BPTJ DKI Jakarta,2024-02-04,CV UNGGUL BANGUN,CV UNGGUL BANGUN,40478299855.0,42745673553.0,False,3,demo
NORMAL-2024-00018,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 18,BPTJ DKI Jakarta,2024-02-04,CV MULIA GRAHA,CV MULIA GRAHA,41313557971.0,42745673553.0,False,4,demo
NORMAL-2024-00018,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 18,BPTJ DKI Jakarta,2024-02-04,CV INTI MULTI,CV INTI MULTI,44260940328.0,42745673553.0,False,5,demo
NORMAL-2024-00018,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 18,BPTJ DKI Jakarta,2024-02-04,PT INTI CIPTA,PT INTI CIPTA,39739728973.0,42745673553.0,False,6,demo
NORMAL-2024-00019,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 19,Dinas PU DKI Jakarta,2023-03-27,CV GLOBAL TEKNIK,CV GLOBAL TEKNIK,25806689833.0,32316107576.0,False,1,demo
NORMAL-2024-00019,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 19,Dinas PU DKI Jakarta,2023-03-27,UD GEMILANG TEKNIK,UD GEMILANG TEKNIK,27780999201.0,32316107576.0,False,2,demo
NORMAL-2024-00019,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 19,Dinas PU DKI Jakarta,2023-03-27,PT ANDALAN MULTI,PT ANDALAN MULTI,28145914587.0,32316107576.0,True,3,demo
NORMAL-2024-00019,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 19,Dinas PU DKI Jakarta,2023-03-27,UD INTI KONSTRUKSI,UD INTI KONSTRUKSI,29214763323.0,32316107576.0,False,4,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,UD INTI KONSTRUKSI,UD INTI KONSTRUKSI,1444741332.0,1459472709.0,True,1,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,PT MAKMUR RAYA,PT MAKMUR RAYA,1072391123.0,1459472709.0,False,2,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,UD PERDANA KARYA,UD PERDANA KARYA,1077234511.0,1459472709.0,False,3,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,CV UNGGUL RAYA,CV UNGGUL RAYA,1332831116.0,1459472709.0,False,4,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,UD SEJAHTERA CIPTA,UD SEJAHTERA CIPTA,1205039283.0,1459472709.0,False,5,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,CV ABADI ENGINERING,CV ABADI ENGINERING,1280170145.0,1459472709.0,False,6,demo
NORMAL-2024-00020,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 20,Dinas Cipta Karya Jakarta Selatan,2024-04-26,CV UNGGUL KONSTRUKSI,CV UNGGUL KONSTRUKSI,1349951431.0,1459472709.0,False,7,demo
NORMAL-2024-00021,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 21,Dinas Cipta Karya Jakarta Selatan,2023-06-17,UD PERDANA KONSTRUKSI,UD PERDANA KONSTRUKSI,45360493015.0,48253678265.0,False,1,demo
